"","key","age_upon_intake","animal_id.x","animal_type.x","breed.x","color.x","Intake_Date","found_location","intake_condition","intake_type","name.x","sex_upon_intake","rank.x","age_upon_outcome","animal_id.y","animal_type.y","breed.y","color.y","date_of_birth","Outcome_Date","name.y","outcome_subtype","outcome_type","sex_upon_outcome","rank.y"
"1466","A583494.1","6 years","A583494","Dog","Dachshund Mix","Tricolor","2015-10-05T10:53:00.000","7201 Levander Loop in Austin (TX)","Normal","Stray","Chapelle","Neutered Male",1,"6 years","A583494","Dog","Dachshund Mix","Tricolor","2009-04-03T00:00:00","2015-10-05T18:29:00","Chapelle","","Return to Owner","Neutered Male",1
"1467","A583569.1","11 years","A583569","Dog","Miniature Poodle Mix","White","2017-07-30T15:44:00.000","10801 Sierra Oaks in Austin (TX)","Normal","Stray","Snoopy","Intact Male",1,"11 years","A583569","Dog","Miniature Poodle Mix","White","2005-09-05T00:00:00","2017-08-01T13:01:00","Snoopy","","Return to Owner","Intact Male",1
"1468","A583676.1","9 years","A583676","Dog","Rottweiler Mix","Black/Brown","2015-09-28T13:14:00.000","8801 S Ih 35 in Austin (TX)","Normal","Stray","Baby Boy","Neutered Male",1,"9 years","A583676","Dog","Rottweiler Mix","Black/Brown","2006-09-06T00:00:00","2015-09-29T11:25:00","Baby Boy","","Return to Owner","Neutered Male",1
"1469","A583691.1","8 years","A583691","Dog","Labrador Retriever","Black","2017-10-17T14:21:00.000","5409 Ponciana Drive in Austin (TX)","Normal","Stray","Shadow","Neutered Male",1,"8 years","A583691","Dog","Labrador Retriever","Black","2009-09-07T00:00:00","2017-10-20T16:05:00","Shadow","","Return to Owner","Neutered Male",1
"1470","A583692.1","6 years","A583692","Dog","Pit Bull Mix","Brown","2015-04-23T17:21:00.000","East Riverside Dr And S Lakeshore Blvd in Austin (TX)","Normal","Stray","Buster","Neutered Male",1,"6 years","A583692","Dog","Pit Bull Mix","Brown","2008-09-07T00:00:00","2015-04-24T13:43:00","Buster","","Return to Owner","Neutered Male",1
"1471","A583757.1","8 years","A583757","Dog","Labrador Retriever","Black","2014-08-04T11:14:00.000","614 Commons Ford Road in Austin (TX)","Normal","Stray","Slash","Neutered Male",1,"8 years","A583757","Dog","Labrador Retriever","Black","2005-09-08T00:00:00","2014-08-04T11:39:00","Slash","","Return to Owner","Neutered Male",1
"1472","A583833.1","6 years","A583833","Dog","Australian Cattle Dog Mix","White/Liver Tick","2017-01-03T12:09:00.000","9345 E 290 in Travis (TX)","Injured","Stray","Mickey","Neutered Male",1,"6 years","A583833","Dog","Australian Cattle Dog Mix","White/Liver Tick","2010-06-25T00:00:00","2017-01-08T13:33:00","Mickey","Partner","Transfer","Neutered Male",1
"1473","A583951.1","7 years","A583951","Dog","Labrador Retriever/Pit Bull","White/Brown","2017-08-17T15:05:00.000","Austin (TX)","Normal","Public Assist","Tex","Neutered Male",1,"7 years","A583951","Dog","Labrador Retriever/Pit Bull","White/Brown","2010-05-19T00:00:00","2017-08-31T17:20:00","Tex","","Return to Owner","Neutered Male",1
"1474","A584001.1","4 years","A584001","Dog","Rottweiler/Labrador Retriever","Black/Tan","2015-04-26T14:17:00.000","7611 Cooper Ln in Austin (TX)","Injured","Stray","Naruto","Neutered Male",1,"4 years","A584001","Dog","Rottweiler/Labrador Retriever","Black/Tan","2010-11-19T00:00:00","2015-04-26T15:39:00","Naruto","","Return to Owner","Neutered Male",1
"1475","A584001.2","6 years","A584001","Dog","Rottweiler/Labrador Retriever","Black/Tan","2017-04-02T16:36:00.000","Manchaca Rd And Beauregard Cir in Austin (TX)","Normal","Stray","Naruto","Neutered Male",2,"6 years","A584001","Dog","Rottweiler/Labrador Retriever","Black/Tan","2010-11-19T00:00:00","2017-04-04T13:43:00","Naruto","","Return to Owner","Neutered Male",2
"1476","A584195.1","4 years","A584195","Dog","Blue Lacy/Beagle","Fawn/White","2014-03-02T11:17:00.000","E Slaughter Ln And Narrow Glen in Austin (TX)","Normal","Stray","Bryson","Neutered Male",1,"4 years","A584195","Dog","Blue Lacy/Beagle","Fawn/White","2009-09-12T00:00:00","2014-03-02T15:44:00","Bryson","","Return to Owner","Neutered Male",1
"1477","A584263.1","6 years","A584263","Dog","Pit Bull Mix","White/Tan","2015-04-15T16:49:00.000","Austin (TX)","Normal","Public Assist","Precious","Intact Female",1,"6 years","A584263","Dog","Pit Bull Mix","White/Tan","2009-03-13T00:00:00","2015-04-24T11:08:00","Precious","","Return to Owner","Intact Female",1
"1478","A584313.1","4 years","A584313","Dog","Labrador Retriever/Blue Lacy","Blue/White","2014-11-12T18:10:00.000","Perry Rd in Austin (TX)","Normal","Stray","Blue","Neutered Male",1,"4 years","A584313","Dog","Labrador Retriever/Blue Lacy","Blue/White","2010-02-13T00:00:00","2014-11-25T13:07:00","Blue","","Return to Owner","Neutered Male",1
"1479","A584327.1","11 years","A584327","Dog","Chihuahua Shorthair Mix","Buff/White","2016-10-21T19:15:00.000","1704 Nelms Dr in Austin (TX)","Normal","Stray","Dosh","Neutered Male",1,"11 years","A584327","Dog","Chihuahua Shorthair Mix","Buff/White","2005-09-18T00:00:00","2016-10-24T17:34:00","Dosh","","Return to Owner","Neutered Male",1
"1480","A584327.2","11 years","A584327","Dog","Chihuahua Shorthair Mix","Buff/White","2016-10-26T10:52:00.000","1704 Nelms Dr # 2211 in Austin (TX)","Normal","Owner Surrender","Dosh","Neutered Male",2,"11 years","A584327","Dog","Chihuahua Shorthair Mix","Buff/White","2005-09-18T00:00:00","2016-11-08T10:45:00","Dosh","","Return to Owner","Neutered Male",2
"1481","A584437.1","5 years","A584437","Dog","Labrador Retriever/Standard Poodle","Brown","2015-11-14T14:11:00.000","Austin (TX)","Normal","Owner Surrender","Wally","Neutered Male",1,"5 years","A584437","Dog","Labrador Retriever/Standard Poodle","Brown","2010-02-19T00:00:00","2015-11-15T11:48:00","Wally","","Adoption","Neutered Male",1
"1482","A584437.2","5 years","A584437","Dog","Labrador Retriever/Standard Poodle","Brown","2016-01-27T11:00:00.000","1921 Willow Creek Dr in Austin (TX)","Normal","Stray","Wally","Neutered Male",2,"6 years","A584437","Dog","Labrador Retriever/Standard Poodle","Brown","2010-02-19T00:00:00","2016-03-30T11:40:00","Wally","Foster","Adoption","Neutered Male",2
"1483","A584452.1","7 years","A584452","Dog","Pit Bull","Tan/White","2015-03-06T13:04:00.000","Austin (TX)","Normal","Owner Surrender","Tuck","Neutered Male",1,"7 years","A584452","Dog","Pit Bull","Tan/White","2007-09-15T00:00:00","2015-03-10T09:27:00","Tuck","Aggressive","Euthanasia","Neutered Male",1
"1484","A584516.1","6 years","A584516","Dog","Pit Bull Mix","Black/White","2014-10-22T11:56:00.000","8410 Riverstone Dr in Austin (TX)","Normal","Stray","Scooby","Neutered Male",1,"6 years","A584516","Dog","Pit Bull Mix","Black/White","2008-09-29T00:00:00","2014-10-22T16:34:00","Scooby","","Return to Owner","Neutered Male",1
"1485","A584516.2","8 years","A584516","Dog","Pit Bull Mix","Black/White","2017-06-02T12:14:00.000","Austin (TX)","Normal","Owner Surrender","Scooby","Neutered Male",2,"8 years","A584516","Dog","Pit Bull Mix","Black/White","2008-09-29T00:00:00","2017-06-02T14:42:00","Scooby","Suffering","Euthanasia","Neutered Male",2
"1486","A584553.1","3 years","A584553","Dog","American Staffordshire Terrier/Labrador Retriever","Brown/White","2014-02-09T14:51:00.000","Slaughter And S 1St St in Austin (TX)","Normal","Stray","Dorian","Neutered Male",1,"3 years","A584553","Dog","American Staffordshire Terrier/Labrador Retriever","Brown/White","2010-07-01T00:00:00","2014-02-23T14:13:00","Dorian","Partner","Transfer","Neutered Male",1
"1487","A584566.1","14 years","A584566","Cat","Domestic Shorthair Mix","Blue/White","2015-07-19T11:55:00.000","905 A W 30Th St in Austin (TX)","Normal","Stray","Meow","Spayed Female",1,"14 years","A584566","Cat","Domestic Shorthair Mix","Blue/White","2000-09-20T00:00:00","2015-07-20T13:11:00","Meow","","Return to Owner","Spayed Female",1
"1488","A584727.1","8 years","A584727","Dog","Manchester Terrier Mix","Black/Brown","2017-10-09T09:33:00.000","Ribecke And Webberville in Austin (TX)","Normal","Stray","Sooner","Neutered Male",1,"8 years","A584727","Dog","Manchester Terrier Mix","Black/Brown","2009-09-17T00:00:00","2017-10-13T16:21:00","Sooner","","Adoption","Neutered Male",1
"1489","A584740.1","11 years","A584740","Dog","Miniature Poodle Mix","White","2018-03-09T12:14:00.000","2501 Chaparral Trail in Austin (TX)","Injured","Public Assist","Chiquilin","Neutered Male",1,"11 years","A584740","Dog","Miniature Poodle Mix","White","2006-09-18T00:00:00","2018-03-09T17:55:00","Chiquilin","","Return to Owner","Neutered Male",1
"1490","A584926.1","7 years","A584926","Dog","Pit Bull Mix","White/White","2015-09-05T11:41:00.000","8100 N Mopac in Austin (TX)","Normal","Public Assist","Rockie","Neutered Male",1,"7 years","A584926","Dog","Pit Bull Mix","White/White","2007-09-20T00:00:00","2015-09-05T11:42:00","Rockie","","Return to Owner","Neutered Male",1
"1491","A584947.1","11 years","A584947","Dog","Border Collie Mix","White/Brown","2013-11-07T12:55:00.000","Anderson Mill And 183 in Austin (TX)","Normal","Stray","Lance","Neutered Male",1,"11 years","A584947","Dog","Border Collie Mix","White/Brown","2002-09-20T00:00:00","2013-11-11T13:32:00","Lance","","Return to Owner","Neutered Male",1
"1492","A585131.1","3 years","A585131","Cat","Domestic Shorthair Mix","Calico","2014-01-14T16:37:00.000","4106 N Lamar in Austin (TX)","Normal","Stray","Lupe Fleasco","Spayed Female",1,"3 years","A585131","Cat","Domestic Shorthair Mix","Calico","2010-09-22T00:00:00","2014-01-14T17:37:00","Lupe Fleasco","","Return to Owner","Spayed Female",1
"1493","A585131.2","3 years","A585131","Cat","Domestic Shorthair Mix","Calico","2014-06-12T12:19:00.000","3207 Grooms St in Austin (TX)","Normal","Stray","Lupe Fleasco","Spayed Female",2,"3 years","A585131","Cat","Domestic Shorthair Mix","Calico","2010-09-22T00:00:00","2014-06-14T17:25:00","Lupe Fleasco","","Return to Owner","Spayed Female",2
"1494","A585265.1","8 years","A585265","Cat","Siamese Mix","Lynx Point","2015-03-11T11:17:00.000","1219 S Lamar in Austin (TX)","Normal","Stray","Simon","Neutered Male",1,"8 years","A585265","Cat","Siamese Mix","Lynx Point","2006-09-23T00:00:00","2015-03-11T13:40:00","Simon","","Return to Owner","Neutered Male",1
"1495","A585692.1","4 years","A585692","Dog","Labrador Retriever Mix","Black","2014-09-24T13:45:00.000","Lindeman Ln And Cherry Hollow Crossing in Travis (TX)","Injured","Stray","Harley","Spayed Female",1,"5 years","A585692","Dog","Labrador Retriever Mix","Black","2009-09-28T00:00:00","2014-12-04T16:38:00","Harley","","Adoption","Spayed Female",1
"1496","A585740.1","6 years","A585740","Dog","Pit Bull","Brown","2016-05-22T15:20:00.000","E 11Th Street in Austin (TX)","Normal","Stray","Coco","Spayed Female",1,"6 years","A585740","Dog","Pit Bull","Brown","2010-03-28T00:00:00","2016-06-15T11:15:00","Coco","","Return to Owner","Spayed Female",1
"1497","A585779.1","7 years","A585779","Dog","German Shepherd Mix","Black/Tan","2016-06-28T11:59:00.000","Austin (TX)","Normal","Public Assist","Freddie Brew","Neutered Male",1,"7 years","A585779","Dog","German Shepherd Mix","Black/Tan","2008-09-28T00:00:00","2016-07-08T14:41:00","Freddie Brew","","Return to Owner","Neutered Male",1
"1498","A585803.1","7 years","A585803","Dog","Staffordshire Mix","Black/White","2015-10-23T11:09:00.000","South Lamar And Panther in Austin (TX)","Normal","Stray","Bonnie","Spayed Female",1,"7 years","A585803","Dog","Staffordshire Mix","Black/White","2008-09-29T00:00:00","2015-10-23T18:26:00","Bonnie","","Return to Owner","Spayed Female",1
"1499","A585850.1","8 years","A585850","Dog","Pit Bull Mix","White/Tan","2015-10-29T15:53:00.000","Austin (TX)","Normal","Owner Surrender","Ice Cream","Spayed Female",1,"8 years","A585850","Dog","Pit Bull Mix","White/Tan","2007-09-29T00:00:00","2015-11-13T16:33:00","Ice Cream","","Adoption","Spayed Female",1
"1500","A585859.1","7 years","A585859","Dog","Labrador Retriever Mix","Chocolate","2014-09-22T16:44:00.000","6620 Blue Bluff Road in Austin (TX)","Normal","Stray","Tex","Neutered Male",1,"7 years","A585859","Dog","Labrador Retriever Mix","Chocolate","2006-09-30T00:00:00","2014-09-22T18:17:00","Tex","","Return to Owner","Neutered Male",1
"1501","A585865.1","8 years","A585865","Cat","Maine Coon Mix","Brown Tabby","2014-01-05T14:12:00.000","1800 E Stassney Ln in Austin (TX)","Normal","Stray","Jack","Neutered Male",1,"8 years","A585865","Cat","Maine Coon Mix","Brown Tabby","2006-01-05T00:00:00","2014-02-04T12:12:00","Jack","","Return to Owner","Neutered Male",1
"1502","A585930.1","9 years","A585930","Cat","Domestic Shorthair Mix","Tortie","2015-05-22T13:24:00.000","Austin (TX)","Normal","Owner Surrender","Dolly","Spayed Female",1,"9 years","A585930","Cat","Domestic Shorthair Mix","Tortie","2006-02-16T00:00:00","2015-06-27T16:42:00","Dolly","Foster","Adoption","Spayed Female",1
"1503","A585940.1","5 years","A585940","Dog","Pit Bull","Black/White","2013-10-27T15:59:00.000","2700 Gracie Farms Ln in Austin (TX)","Normal","Stray","Brolli","Neutered Male",1,"5 years","A585940","Dog","Pit Bull","Black/White","2008-10-01T00:00:00","2013-11-21T15:29:00","Brolli","Aggressive","Euthanasia","Neutered Male",1
"1504","A585941.1","4 years","A585941","Dog","Staffordshire","Brown Brindle","2013-10-27T15:59:00.000","2700 Gracie Farms Ln in Austin (TX)","Normal","Stray","Nappa","Neutered Male",1,"4 years","A585941","Dog","Staffordshire","Brown Brindle","2009-10-01T00:00:00","2014-03-10T11:44:00","Nappa","","Adoption","Neutered Male",1
"1505","A585942.1","8 years","A585942","Dog","Rat Terrier Mix","White/Brown","2013-10-27T15:59:00.000","2700 Gracie Farms Ln in Austin (TX)","Normal","Stray","Jack","Neutered Male",1,"8 years","A585942","Dog","Rat Terrier Mix","White/Brown","2005-10-01T00:00:00","2014-02-22T17:24:00","Jack","","Adoption","Neutered Male",1
"1506","A586033.1","6 years","A586033","Dog","Beagle/Labrador Retriever","White","2016-01-21T13:41:00.000","Austin (TX)","Normal","Owner Surrender","Moose","Neutered Male",1,"6 years","A586033","Dog","Beagle/Labrador Retriever","White","2010-01-02T00:00:00","2016-02-21T19:17:00","Moose","","Adoption","Neutered Male",1
"1507","A586033.2","6 years","A586033","Dog","Beagle/Labrador Retriever","White","2016-02-25T11:01:00.000","Outside Jurisdiction","Normal","Owner Surrender","Moose","Neutered Male",2,"6 years","A586033","Dog","Beagle/Labrador Retriever","White","2010-01-02T00:00:00","2016-03-06T17:56:00","Moose","","Adoption","Neutered Male",2
"1508","A586045.1","6 years","A586045","Dog","German Shepherd Mix","Brown/Tricolor","2016-12-28T18:08:00.000","1143 Airport in Austin (TX)","Normal","Stray","Shakira","Spayed Female",1,"6 years","A586045","Dog","German Shepherd Mix","Brown/Tricolor","2010-02-08T00:00:00","2016-12-29T12:08:00","Shakira","","Return to Owner","Spayed Female",1
"1509","A586049.1","4 years","A586049","Dog","Labrador Retriever Mix","Brown/White","2015-05-06T16:20:00.000","13601 Caldwell Dr in Austin (TX)","Injured","Stray","Champ","Neutered Male",1,"4 years","A586049","Dog","Labrador Retriever Mix","Brown/White","2010-07-03T00:00:00","2015-05-06T17:33:00","Champ","","Return to Owner","Neutered Male",1
"1510","A586186.1","5 years","A586186","Dog","Pit Bull","White","2013-12-03T10:15:00.000","6818 Hergotz Ln in Austin (TX)","Normal","Stray","Arthur","Neutered Male",1,"5 years","A586186","Dog","Pit Bull","White","2008-10-04T00:00:00","2013-12-03T18:18:00","Arthur","","Return to Owner","Neutered Male",1
"1511","A586197.1","10 years","A586197","Dog","Labrador Retriever/Chow Chow","Black","2017-02-27T14:24:00.000","Austin (TX)","Normal","Public Assist","Jaco","Neutered Male",1,"10 years","A586197","Dog","Labrador Retriever/Chow Chow","Black","2006-10-04T00:00:00","2017-03-09T16:57:00","Jaco","","Return to Owner","Neutered Male",1
"1512","A586222.1","3 years","A586222","Dog","Chihuahua Shorthair Mix","White/Tricolor","2014-06-24T16:07:00.000","5511 Blue Bluff Rd. in Austin (TX)","Normal","Stray","*Wesley","Neutered Male",1,"3 years","A586222","Dog","Chihuahua Shorthair Mix","White/Tricolor","2010-08-05T00:00:00","2014-07-03T15:13:00","*Wesley","Partner","Transfer","Neutered Male",1
"1513","A586222.2","3 years","A586222","Dog","Chihuahua Shorthair Mix","White/Tricolor","2014-07-10T18:51:00.000","1200 Barton Hills Dr Apt 108 in Austin (TX)","Normal","Public Assist","*Wesley","Neutered Male",2,"3 years","A586222","Dog","Chihuahua Shorthair Mix","White/Tricolor","2010-08-05T00:00:00","2014-07-21T14:57:00","*Wesley","","Return to Owner","Neutered Male",2
"1514","A586273.1","9 years","A586273","Dog","Pit Bull Mix","Brown Brindle/White","2016-09-08T16:18:00.000","4106 N Lamar Blvd in Austin (TX)","Injured","Stray","Midnight","Neutered Male",1,"9 years","A586273","Dog","Pit Bull Mix","Brown Brindle/White","2006-10-11T00:00:00","2016-09-14T15:00:00","Midnight","Suffering","Euthanasia","Neutered Male",1
"1515","A586304.1","3 years","A586304","Dog","Pit Bull Mix","Brown Brindle/White","2014-02-11T17:42:00.000","Webberville Rd & Heflin Ln in Austin (TX)","Normal","Stray","Ginger","Spayed Female",1,"3 years","A586304","Dog","Pit Bull Mix","Brown Brindle/White","2010-06-06T00:00:00","2014-02-13T16:20:00","Ginger","","Return to Owner","Spayed Female",1
"1516","A586304.2","3 years","A586304","Dog","Pit Bull Mix","Brown Brindle/White","2014-05-15T15:49:00.000","5006 Heflin Ln in Austin (TX)","Sick","Owner Surrender","Ginger","Spayed Female",2,"3 years","A586304","Dog","Pit Bull Mix","Brown Brindle/White","2010-06-06T00:00:00","2014-05-22T09:52:00","Ginger","Medical","Euthanasia","Spayed Female",2
"1517","A586522.1","3 years","A586522","Dog","Labrador Retriever Mix","Black/White","2014-04-19T15:05:00.000","1505 Broadmoor Dr in Austin (TX)","Normal","Stray","*Louie","Neutered Male",1,"3 years","A586522","Dog","Labrador Retriever Mix","Black/White","2010-07-27T00:00:00","2014-05-18T16:54:00","*Louie","","Adoption","Neutered Male",1
"1518","A586581.1","6 years","A586581","Dog","Pit Bull Mix","Black/White","2015-03-26T08:26:00.000","14901 Nuttall Dr in Austin (TX)","Normal","Owner Surrender","Diamond","Spayed Female",1,"6 years","A586581","Dog","Pit Bull Mix","Black/White","2008-10-09T00:00:00","2015-04-05T17:54:00","Diamond","Partner","Transfer","Spayed Female",1
"1519","A586598.1","3 years","A586598","Dog","Pit Bull Mix","Black/White","2014-02-15T19:34:00.000","5505 Over Brook Dr in Austin (TX)","Normal","Stray","Maton","Intact Male",1,"3 years","A586598","Dog","Pit Bull Mix","Black/White","2010-06-10T00:00:00","2014-02-26T15:37:00","Maton","","Return to Owner","Intact Male",1
"1520","A586665.1","4 years","A586665","Dog","Pit Bull Mix","White/Chocolate","2014-03-01T16:57:00.000","Pflugerville (TX)","Normal","Owner Surrender","Pichin","Neutered Male",1,"4 years","A586665","Dog","Pit Bull Mix","White/Chocolate","2009-04-11T00:00:00","2014-03-02T16:03:00","Pichin","Aggressive","Euthanasia","Neutered Male",1
"1521","A586717.1","5 years","A586717","Dog","Pit Bull Mix","Red/White","2014-08-07T13:55:00.000","16523 Fagerquist in Travis (TX)","Injured","Stray","Deuce","Neutered Male",1,"5 years","A586717","Dog","Pit Bull Mix","Red/White","2009-04-19T00:00:00","2014-11-23T17:41:00","Deuce","","Adoption","Neutered Male",1
"1522","A586742.1","12 years","A586742","Dog","American Eskimo","White","2017-07-08T15:34:00.000","10601 Ruidosa Street in Austin (TX)","Normal","Stray","Smokey","Neutered Male",1,"12 years","A586742","Dog","American Eskimo","White","2004-10-12T00:00:00","2017-07-20T11:33:00","Smokey","Partner","Transfer","Neutered Male",1
"1523","A586770.1","7 years","A586770","Cat","Russian Blue Mix","Blue","2017-02-25T11:16:00.000","4301 W William Cannon Dr in Austin (TX)","Normal","Stray","Smokey","Neutered Male",1,"7 years","A586770","Cat","Russian Blue Mix","Blue","2009-10-12T00:00:00","2017-02-27T12:47:00","Smokey","","Return to Owner","Neutered Male",1
"1524","A586787.1","5 years","A586787","Dog","Miniature Schnauzer Mix","Black","2015-06-19T15:03:00.000","Brodie Ln And Gatling Gun Ln in Austin (TX)","Normal","Stray","Ninja","Neutered Male",1,"5 years","A586787","Dog","Miniature Schnauzer Mix","Black","2010-04-12T00:00:00","2015-06-20T15:06:00","Ninja","","Return to Owner","Neutered Male",1
"1525","A586923.1","4 years","A586923","Cat","Domestic Shorthair Mix","Black/White","2015-03-16T14:48:00.000","3930 Bee Cave Rd in Austin (TX)","Normal","Stray","Riley","Neutered Male",1,"4 years","A586923","Cat","Domestic Shorthair Mix","Black/White","2010-07-28T00:00:00","2015-03-18T14:23:00","Riley","","Return to Owner","Neutered Male",1
"1526","A587006.1","4 years","A587006","Dog","Australian Cattle Dog","White/Black","2013-10-21T13:45:00.000","Austin (TX)","Normal","Owner Surrender","Pivo","Neutered Male",1,"5 years","A587006","Dog","Australian Cattle Dog","White/Black","2008-11-11T00:00:00","2014-04-22T08:47:00","Pivo","Foster","Adoption","Neutered Male",1
"1527","A587085.1","8 years","A587085","Dog","Miniature Schnauzer/Miniature Poodle","White/Gray","2013-12-20T17:41:00.000","Austin (TX)","Normal","Public Assist","Petey","Neutered Male",1,"8 years","A587085","Dog","Miniature Schnauzer/Miniature Poodle","White/Gray","2005-10-25T00:00:00","2013-12-30T11:59:00","Petey","","Return to Owner","Neutered Male",1
"1528","A587190.1","7 years","A587190","Dog","Brittany Mix","White/Red","2013-11-21T22:20:00.000","6607 Circle S Rd. in Austin (TX)","Injured","Stray","Ruby","Spayed Female",1,"7 years","A587190","Dog","Brittany Mix","White/Red","2006-10-19T00:00:00","2013-11-22T18:50:00","Ruby","","Return to Owner","Spayed Female",1
"1529","A587190.2","7 years","A587190","Dog","Brittany Mix","White/Red","2014-02-08T22:55:00.000","4434 Frontier Trl in Austin (TX)","Normal","Stray","Ruby","Spayed Female",2,"7 years","A587190","Dog","Brittany Mix","White/Red","2006-10-19T00:00:00","2014-02-09T12:16:00","Ruby","","Return to Owner","Spayed Female",2
"1530","A587232.1","5 years","A587232","Dog","Chihuahua Shorthair Mix","Black/White","2015-04-15T13:25:00.000","701 Woodward St in Austin (TX)","Normal","Stray","Rosie","Spayed Female",1,"5 years","A587232","Dog","Chihuahua Shorthair Mix","Black/White","2009-10-19T00:00:00","2015-04-22T11:49:00","Rosie","","Return to Owner","Spayed Female",1
"1531","A587278.1","5 years","A587278","Dog","German Shepherd Mix","Black/Brown","2015-09-19T12:07:00.000","Austin (TX)","Normal","Owner Surrender","Schroeder","Neutered Male",1,"5 years","A587278","Dog","German Shepherd Mix","Black/Brown","2010-08-20T00:00:00","2015-09-25T12:35:00","Schroeder","","Adoption","Neutered Male",1
"1532","A587332.1","5 years","A587332","Cat","Siamese Mix","Tortie Point","2015-09-22T11:24:00.000","Austin (TX)","Normal","Owner Surrender","Eloise","Intact Female",1,"5 years","A587332","Cat","Siamese Mix","Tortie Point","2010-09-02T00:00:00","2015-10-18T14:53:00","Eloise","","Adoption","Intact Female",1
"1533","A587332.2","5 years","A587332","Cat","Siamese Mix","Tortie Point","2016-02-04T14:15:00.000","Outside Jurisdiction","Normal","Public Assist","Eloise","Intact Female",2,"5 years","A587332","Cat","Siamese Mix","Tortie Point","2010-09-02T00:00:00","2016-02-05T16:43:00","Eloise","","Return to Owner","Spayed Female",2
"1534","A587439.1","5 years","A587439","Dog","Labrador Retriever","Buff/Tan","2014-07-02T19:56:00.000","2406 Dove Dr in Austin (TX)","Normal","Stray","Buddy","Neutered Male",1,"5 years","A587439","Dog","Labrador Retriever","Buff/Tan","2008-10-22T00:00:00","2014-07-03T18:06:00","Buddy","","Return to Owner","Neutered Male",1
"1535","A587510.1","4 years","A587510","Dog","Pit Bull Mix","Red/White","2014-01-13T18:35:00.000","3600 S Ih35 Woodward St in Austin (TX)","Normal","Stray","Chocolate","Neutered Male",1,"4 years","A587510","Dog","Pit Bull Mix","Red/White","2009-10-23T00:00:00","2014-01-14T17:17:00","Chocolate","","Return to Owner","Neutered Male",1
"1536","A587510.2","6 years","A587510","Dog","Pit Bull Mix","Red/White","2016-01-27T15:51:00.000","William Cannon And 290 in Austin (TX)","Normal","Stray","Chocolate","Neutered Male",2,"6 years","A587510","Dog","Pit Bull Mix","Red/White","2009-10-23T00:00:00","2016-04-15T13:31:00","Chocolate","Foster","Adoption","Neutered Male",2
"1537","A587871.1","8 years","A587871","Dog","Rat Terrier","Tricolor","2013-12-07T14:37:00.000","Austin (TX)","Normal","Public Assist","Baxter","Neutered Male",1,"8 years","A587871","Dog","Rat Terrier","Tricolor","2005-07-14T00:00:00","2013-12-17T18:03:00","Baxter","","Return to Owner","Neutered Male",1
"1538","A587871.2","10 years","A587871","Dog","Rat Terrier","Tricolor","2015-12-14T13:58:00.000","4602 E Stassney Ln in Austin (TX)","Normal","Stray","Baxter","Neutered Male",2,"10 years","A587871","Dog","Rat Terrier","Tricolor","2005-07-14T00:00:00","2015-12-18T12:44:00","Baxter","","Return to Owner","Neutered Male",2
"1539","A587944.1","7 years","A587944","Dog","Lhasa Apso/Border Terrier","Tan","2015-01-28T14:26:00.000","Austin (TX)","Normal","Public Assist","Eddie","Neutered Male",1,"7 years","A587944","Dog","Lhasa Apso/Border Terrier","Tan","2007-10-31T00:00:00","2015-02-05T13:54:00","Eddie","","Return to Owner","Neutered Male",1
"1540","A587986.1","7 years","A587986","Dog","Pit Bull/German Shepherd","Brown/Red","2017-09-11T14:59:00.000","1156 W Cesar Chavez in Austin (TX)","Normal","Public Assist","Ranger Rick","Neutered Male",1,"7 years","A587986","Dog","Pit Bull/German Shepherd","Brown/Red","2009-11-01T00:00:00","2017-09-21T15:23:00","Ranger Rick","","Return to Owner","Neutered Male",1
"1541","A587990.1","4 years","A587990","Dog","Dachshund Mix","Black/White","2013-10-12T16:18:00.000","183 And Research in Austin (TX)","Normal","Public Assist","Cevrus","Neutered Male",1,"4 years","A587990","Dog","Dachshund Mix","Black/White","2009-05-09T00:00:00","2013-10-20T13:19:00","Cevrus","","Return to Owner","Neutered Male",1
"1542","A587990.2","4 years","A587990","Dog","Dachshund Mix","Black/White","2013-12-21T09:12:00.000","210 Public Way in Austin (TX)","Normal","Public Assist","Cevrus","Neutered Male",2,"4 years","A587990","Dog","Dachshund Mix","Black/White","2009-05-09T00:00:00","2014-01-12T18:03:00","Cevrus","","Adoption","Neutered Male",2
"1543","A588178.1","2 years","A588178","Cat","Domestic Longhair Mix","Black","2013-11-27T16:00:00.000","85 Trinity St # 101 in Austin (TX)","Normal","Stray","Satan/Ebony","Neutered Male",1,"2 years","A588178","Cat","Domestic Longhair Mix","Black","2011-11-01T00:00:00","2013-12-06T15:28:00","Satan/Ebony","","Return to Owner","Neutered Male",1
"1544","A588218.1","5 years","A588218","Dog","German Shepherd","Black/Brown","2014-11-26T11:18:00.000","Austin (TX)","Normal","Owner Surrender","Roger","Neutered Male",1,"5 years","A588218","Dog","German Shepherd","Black/Brown","2009-11-04T00:00:00","2014-12-03T14:24:00","Roger","","Return to Owner","Neutered Male",1
"1545","A588258.1","7 years","A588258","Dog","German Shepherd Mix","Black/Tan","2015-09-16T15:42:00.000","4800 Surrey Dr in Austin (TX)","Normal","Public Assist","Diamond","Spayed Female",1,"8 years","A588258","Dog","German Shepherd Mix","Black/Tan","2007-11-05T00:00:00","2016-01-02T12:34:00","Diamond","Foster","Adoption","Spayed Female",1
